post_time,likes,comments,shares,love,support,wow,haha,anger,sorry,words,has_image,fetched_time
31/01/2020 07:30:10,1409,400,432,3,0,25,1,417,28,26,True,07/05/2020 09:07:17
30/01/2020 14:47:19,12838,1708,458,863,0,16,40,30,9,85,True,07/05/2020 09:07:21
30/01/2020 11:30:24,6719,492,105,594,0,20,9,1,0,71,True,07/05/2020 09:07:22
30/01/2020 10:55:00,3296,250,625,19,0,5,3,120,3,30,True,07/05/2020 09:07:24
30/01/2020 09:00:48,5709,1304,695,25,0,13,1427,66,18,76,True,07/05/2020 09:07:25
29/01/2020 16:56:44,1051,309,46,6,0,3,10,1,1,1,True,07/05/2020 09:07:29
29/01/2020 14:00:55,7919,613,404,141,0,7,30,25,115,47,True,07/05/2020 09:07:30
28/01/2020 20:34:53,13729,502,377,1204,0,63,13,2,1,19,True,07/05/2020 09:07:32
28/01/2020 14:00:19,2899,261,298,4,0,74,13,658,45,2,True,07/05/2020 09:07:33
28/01/2020 10:04:54,15965,1568,966,1674,0,43,51,3,6,156,True,07/05/2020 09:07:37
28/01/2020 10:00:01,13621,1361,2105,410,0,38,2820,5,1,18,False,07/05/2020 09:07:38
28/01/2020 08:30:00,2494,446,167,4,0,15,491,214,5,12,True,07/05/2020 09:07:39
27/01/2020 17:40:33,3954,546,601,7,0,82,35,864,34,21,True,07/05/2020 09:07:41
27/01/2020 11:50:00,10337,1347,1649,805,1,38,146,50,6,57,False,07/05/2020 09:07:44
27/01/2020 10:00:16,2260,230,214,4,0,6,4,567,25,53,True,07/05/2020 09:07:46
27/01/2020 09:00:35,6189,489,1225,63,0,19,7,1374,276,124,True,07/05/2020 09:07:47
27/01/2020 07:30:55,4489,663,931,54,0,16,55,39,11,165,True,07/05/2020 09:07:48
26/01/2020 20:53:36,1757,320,71,2,0,127,187,26,54,34,True,07/05/2020 09:07:53
26/01/2020 14:25:59,5254,1030,242,26,0,14,1928,6,9,16,True,07/05/2020 09:07:54
26/01/2020 11:00:10,14608,647,2405,1390,0,289,24,3,0,64,False,07/05/2020 09:07:55
26/01/2020 09:00:45,5991,924,368,105,0,17,163,667,16,73,True,07/05/2020 09:07:57
25/01/2020 17:35:47,6052,1035,330,36,0,20,765,168,23,109,True,07/05/2020 09:08:00
25/01/2020 16:06:39,5499,1056,863,14,0,57,16,1512,174,125,False,07/05/2020 09:08:02
25/01/2020 10:28:32,13905,1021,407,1026,0,14,19,3,0,18,True,07/05/2020 09:08:03
24/01/2020 10:46:18,11604,318,637,691,0,99,6,1,1,47,True,07/05/2020 09:08:05
24/01/2020 09:00:07,5727,1142,616,35,0,30,16,890,51,138,True,07/05/2020 09:08:08
24/01/2020 07:30:00,3152,506,198,10,0,7,90,120,18,14,True,07/05/2020 09:08:10
23/01/2020 12:30:00,1660,248,55,8,0,1,302,44,4,36,True,07/05/2020 09:08:11
23/01/2020 10:28:53,19641,2175,981,1411,0,130,2590,3,3,160,True,07/05/2020 09:08:13
23/01/2020 08:59:23,6851,496,408,466,0,16,23,1,0,29,True,07/05/2020 09:08:16
23/01/2020 07:30:00,2428,199,232,2,0,8,4,480,72,123,True,07/05/2020 09:08:17
22/01/2020 21:18:59,14856,1408,549,1318,0,33,22,9,7,168,True,07/05/2020 09:08:19
22/01/2020 19:57:00,711,208,11,0,0,0,0,0,0,28,False,
21/01/2020 15:00:00,1756,231,154,2,0,9,4,406,47,6,True,07/05/2020 09:08:22
21/01/2020 13:00:47,7754,3515,3764,97,2,28,521,3776,193,44,False,07/05/2020 09:08:23
21/01/2020 11:00:36,5295,2715,2339,27,0,19,21,1884,87,83,False,07/05/2020 09:08:24
21/01/2020 09:00:05,3080,1638,209,4,0,22,72,1025,30,72,True,07/05/2020 09:08:26
21/01/2020 07:30:00,4070,853,551,15,0,28,13,847,129,130,True,07/05/2020 09:08:30
20/01/2020 13:30:42,3175,613,327,35,0,14,21,143,22,64,True,07/05/2020 09:08:32
20/01/2020 11:30:38,2766,516,516,71,0,7,10,49,9,180,True,07/05/2020 09:08:33
20/01/2020 09:30:00,6383,705,176,24,0,13,2203,67,6,43,True,07/05/2020 09:08:34
20/01/2020 07:30:35,6105,554,697,22,0,24,4,810,1744,129,True,07/05/2020 09:08:37
19/01/2020 17:00:25,5375,2395,2437,3,0,43,2,2178,1142,125,True,07/05/2020 09:08:38
19/01/2020 15:56:19,1934,219,39,17,0,3,288,13,2,24,True,07/05/2020 09:08:40
19/01/2020 09:00:00,4707,753,482,9,0,10,4,1375,66,49,True,07/05/2020 09:08:42
18/01/2020 20:02:08,6357,2034,825,27,0,124,112,1325,90,17,False,07/05/2020 09:08:45
18/01/2020 17:15:29,14572,1220,1085,1212,0,38,12,94,13,116,True,07/05/2020 09:08:47
18/01/2020 12:25:09,2215,182,110,7,0,7,150,431,20,15,True,07/05/2020 09:08:48
18/01/2020 12:06:44,3520,783,341,52,0,37,10,579,33,16,False,07/05/2020 09:08:50
18/01/2020 11:00:03,10175,1738,1104,17,0,17,4,2737,2542,127,True,07/05/2020 09:08:53
17/01/2020 14:45:56,5627,699,97,608,0,8,25,1,7,26,True,07/05/2020 09:08:55
17/01/2020 10:00:01,12984,870,1959,436,0,32,3732,9,0,17,False,07/05/2020 09:08:56
17/01/2020 09:29:42,1253,185,59,8,0,4,121,27,5,45,True,07/05/2020 09:08:57
17/01/2020 08:30:03,1343,231,221,2,0,34,3,433,82,55,False,07/05/2020 09:09:00
17/01/2020 07:30:58,3145,525,94,125,0,5,5,57,103,67,True,07/05/2020 09:09:02
16/01/2020 15:04:31,1986,524,614,12,0,30,73,688,47,84,False,07/05/2020 09:09:03
16/01/2020 12:30:50,6566,660,268,117,0,22,1181,7,0,124,True,07/05/2020 09:09:04
16/01/2020 11:30:39,6881,364,363,116,0,15,32,22,25,10,True,07/05/2020 09:09:10
16/01/2020 10:30:00,3866,183,345,85,0,4,3,42,633,140,True,07/05/2020 09:09:11
16/01/2020 07:30:57,1116,234,17,3,0,3,190,15,6,13,True,07/05/2020 09:09:13
15/01/2020 23:08:37,3673,1372,143,15,0,6,50,462,69,1,True,07/05/2020 09:09:15
15/01/2020 22:02:44,5923,463,263,72,0,10,14,152,24,48,True,07/05/2020 09:09:18
15/01/2020 19:30:53,5920,755,184,221,0,30,87,2,4,17,True,07/05/2020 09:09:20
15/01/2020 18:07:36,3244,303,115,58,0,6,839,3,1,38,False,07/05/2020 09:09:21
15/01/2020 13:00:28,3206,379,124,108,0,3,92,8,2,28,False,07/05/2020 09:09:22
15/01/2020 11:56:58,1309,450,26,22,0,1,16,122,2,33,True,07/05/2020 09:09:26
15/01/2020 11:00:46,10200,4954,2556,77,0,122,316,2805,234,134,False,07/05/2020 09:09:27
15/01/2020 09:30:00,5326,454,52,71,0,9,1028,17,4,53,True,07/05/2020 09:09:28
14/01/2020 16:05:56,10800,1259,172,164,0,14,54,300,1,5,True,07/05/2020 09:09:30
14/01/2020 11:37:36,5090,686,273,184,0,3,34,11,13,64,True,07/05/2020 09:09:33
14/01/2020 11:00:00,2639,154,195,115,0,7,325,1,1,28,False,07/05/2020 09:09:35
14/01/2020 09:00:00,3026,173,63,97,0,8,12,0,1,49,True,07/05/2020 09:09:36
13/01/2020 15:41:13,8552,876,621,480,0,40,87,39,4,34,True,07/05/2020 09:09:38
13/01/2020 11:10:43,7572,1453,1660,15,0,107,5,2442,1209,183,True,07/05/2020 09:09:41
13/01/2020 09:30:43,5014,825,2203,23,0,22,11,1386,222,23,False,07/05/2020 09:09:42
13/01/2020 07:30:43,6194,1366,1631,8,0,98,33,2281,466,125,True,07/05/2020 09:09:44
12/01/2020 09:30:52,9178,680,1192,67,0,21,12,1455,573,133,True,07/05/2020 09:09:45
11/01/2020 22:34:54,14851,1383,460,1123,0,16,53,253,87,133,True,07/05/2020 09:09:49
11/01/2020 11:53:56,11231,1953,359,949,0,32,628,42,13,26,False,07/05/2020 09:09:50
10/01/2020 14:59:10,11742,3597,987,0,0,0,0,0,0,8,False,
10/01/2020 10:00:02,9998,922,523,1212,0,25,84,2,58,29,False,07/05/2020 09:09:52
09/01/2020 17:49:17,2989,527,311,4,0,14,25,570,104,80,True,07/05/2020 09:09:55
09/01/2020 11:49:37,4511,770,1068,11,0,25,14,1349,140,11,True,07/05/2020 09:09:57
09/01/2020 09:30:13,10498,3578,796,206,0,40,317,753,68,78,False,07/05/2020 09:09:59
09/01/2020 07:30:46,7987,1689,1023,10,0,48,44,2280,280,137,True,07/05/2020 09:10:00
08/01/2020 18:01:25,4731,1599,1101,0,0,0,0,0,0,13,False,
08/01/2020 13:30:44,2683,487,338,12,0,7,5,1139,140,105,False,07/05/2020 09:10:04
08/01/2020 11:30:36,13238,1075,1478,915,0,49,11,889,258,76,True,07/05/2020 09:10:05
08/01/2020 10:30:40,3324,588,1845,10,0,26,28,1027,135,105,False,07/05/2020 09:10:06
08/01/2020 08:30:00,1873,209,285,7,0,10,8,509,45,181,True,07/05/2020 09:10:10
08/01/2020 07:30:59,4091,561,302,42,0,18,670,122,141,122,True,07/05/2020 09:10:11
07/01/2020 12:17:14,5042,1656,693,56,0,44,13,829,119,150,True,07/05/2020 09:10:13
07/01/2020 10:30:00,4453,1226,1299,8,0,169,19,1372,122,54,False,07/05/2020 09:10:14
07/01/2020 07:30:57,8176,1729,702,39,0,106,57,1797,213,98,True,07/05/2020 09:10:17
06/01/2020 13:30:00,8000,1076,1324,241,1,45,23,640,75,26,False,07/05/2020 09:10:18
06/01/2020 12:35:23,6287,691,344,213,0,10,72,200,13,47,True,07/05/2020 09:10:19
06/01/2020 11:00:03,1785,308,59,7,0,3,593,27,7,1,True,07/05/2020 09:10:21
05/01/2020 13:30:00,6036,344,63,60,0,5,2198,4,2,15,True,07/05/2020 09:10:25
05/01/2020 08:30:00,8412,382,267,470,0,15,650,2,1,16,True,07/05/2020 09:10:26
05/01/2020 07:30:36,4102,163,620,153,0,69,4,1,2,38,False,07/05/2020 09:10:28
04/01/2020 14:24:04,4560,425,20,67,0,7,1235,1,4,11,True,07/05/2020 09:10:29
04/01/2020 13:25:24,3080,1624,360,17,0,578,303,31,76,8,False,07/05/2020 09:10:32
04/01/2020 12:03:24,1816,338,262,3,0,12,126,421,17,21,False,07/05/2020 09:10:33
04/01/2020 10:30:10,2256,333,30,22,0,2,566,2,0,7,True,07/05/2020 09:10:35
03/01/2020 16:50:54,9461,313,754,519,0,10,1378,2,0,7,True,07/05/2020 09:10:37
02/01/2020 16:31:10,1709,131,82,7,0,9,164,88,12,38,True,07/05/2020 09:10:40
02/01/2020 10:30:00,2340,501,152,6,0,16,97,357,18,23,True,07/05/2020 09:10:41
02/01/2020 07:30:26,2235,279,223,4,0,51,130,642,63,5,True,07/05/2020 09:10:43
01/01/2020 23:00:25,17755,3404,1023,153,0,57,1654,2466,154,53,True,07/05/2020 09:10:45
01/01/2020 13:33:34,3926,540,173,19,0,66,27,2000,222,5,True,07/05/2020 09:10:49
01/01/2020 12:55:26,6051,158,117,322,0,11,4,0,0,5,True,07/05/2020 09:10:51
01/01/2020 10:00:50,18444,1702,332,1982,0,121,55,4,1,133,True,07/05/2020 09:10:52
01/01/2020 08:30:55,4372,110,115,357,0,7,3,0,192,56,True,07/05/2020 09:10:54
01/01/2020 07:30:57,5528,713,640,169,0,4,4,8,219,13,True,07/05/2020 09:10:57
31/12/2019 20:07:02,8624,1311,294,700,0,13,205,7,1,130,True,07/05/2020 09:10:59
31/12/2019 07:30:00,1792,212,124,3,0,17,38,382,8,9,True,07/05/2020 09:11:01
29/12/2019 10:30:00,3100,430,161,38,0,17,681,131,88,7,False,07/05/2020 09:11:02
27/12/2019 00:12:23,5671,472,171,360,0,9,526,3,5,47,True,07/05/2020 09:11:05
23/12/2019 20:22:13,1854,305,34,0,0,0,0,0,0,7,False,
22/12/2019 17:16:35,5128,159,109,299,0,37,5,0,0,34,True,07/05/2020 09:11:07
21/12/2019 17:19:02,8298,319,100,798,0,118,12,4,0,105,True,07/05/2020 09:11:08
19/12/2019 12:00:43,2447,842,287,7,0,14,274,345,20,26,True,07/05/2020 09:11:12
18/12/2019 07:30:07,3649,228,371,6,0,22,199,752,99,11,True,07/05/2020 09:11:13
17/12/2019 19:58:29,2448,111,51,23,0,3,591,0,0,16,True,07/05/2020 09:11:15
15/12/2019 20:01:52,5719,695,251,17,0,11,143,601,33,21,True,07/05/2020 09:11:17
11/12/2019 13:42:26,5306,887,474,19,0,28,687,635,54,8,True,07/05/2020 09:11:20
05/12/2019 14:30:15,1847,390,115,10,0,9,97,139,21,45,True,07/05/2020 09:11:22
04/12/2019 13:18:15,10056,537,317,783,0,41,8,0,0,99,True,07/05/2020 09:11:24
04/12/2019 11:57:31,1347,117,96,2,0,6,8,279,30,40,True,07/05/2020 09:11:25
03/12/2019 10:30:00,5400,381,969,364,0,24,13,33,105,110,False,07/05/2020 09:11:28
01/12/2019 13:30:00,3257,712,1377,7,0,53,31,1073,164,52,False,07/05/2020 09:11:29
30/11/2019 18:38:37,2243,635,303,5,0,12,16,693,56,109,False,07/05/2020 09:11:31
30/11/2019 12:00:21,1937,726,1006,6,0,36,21,506,46,35,False,07/05/2020 09:11:32
27/11/2019 14:00:30,3088,781,355,32,0,33,91,408,15,173,True,07/05/2020 09:11:36
27/11/2019 08:30:34,11701,1476,293,864,0,24,1189,4,5,46,True,07/05/2020 09:11:37
26/11/2019 18:42:34,3906,959,300,0,0,0,0,0,0,8,False,
26/11/2019 07:30:12,3379,885,558,19,0,13,59,788,22,63,False,07/05/2020 09:11:39
25/11/2019 14:39:57,5752,1242,574,17,0,143,8,1272,1047,127,True,07/05/2020 09:11:43
25/11/2019 13:32:26,4275,2245,2262,24,0,63,53,1959,204,61,False,07/05/2020 09:11:44
25/11/2019 10:00:10,13462,3137,2616,405,0,80,629,644,34,33,False,07/05/2020 09:11:45
24/11/2019 18:00:00,936,220,100,3,0,5,3,262,30,20,True,07/05/2020 09:11:46
24/11/2019 15:34:06,6649,6665,1242,53,0,136,104,2802,117,75,False,07/05/2020 09:11:49
23/11/2019 19:15:00,864,95,62,16,0,1,28,9,2,65,True,07/05/2020 09:11:50
23/11/2019 14:12:42,1916,482,130,7,0,71,41,388,53,22,True,07/05/2020 09:11:52
22/11/2019 17:00:00,1070,202,186,5,0,6,52,73,7,38,True,07/05/2020 09:11:53
22/11/2019 15:17:39,1988,132,18,124,0,7,6,0,0,10,True,07/05/2020 09:11:56
22/11/2019 13:30:22,7715,1992,335,29,0,29,51,1561,219,10,True,07/05/2020 09:11:59
21/11/2019 21:06:51,7769,2614,1349,0,0,0,0,0,0,9,False,
21/11/2019 14:30:00,1712,119,72,11,0,4,59,87,6,162,True,07/05/2020 09:12:00
21/11/2019 08:30:00,2196,591,462,6,0,23,27,832,128,37,False,07/05/2020 09:12:03
20/11/2019 13:47:26,2360,580,65,56,0,8,111,33,7,34,True,07/05/2020 09:12:05
19/11/2019 08:30:34,3517,285,526,4,0,17,1,1187,254,36,True,07/05/2020 09:12:06
18/11/2019 19:00:00,935,114,48,16,0,1,128,2,0,31,True,07/05/2020 09:12:08
18/11/2019 14:02:41,3459,669,114,45,0,48,19,404,188,44,True,07/05/2020 09:12:11
16/11/2019 17:00:36,2842,680,400,7,0,15,4,793,69,86,True,07/05/2020 09:12:13
16/11/2019 15:51:09,1462,83,81,105,0,32,2,3,6,72,True,07/05/2020 09:12:14
16/11/2019 11:30:13,2037,924,247,19,0,4,197,425,27,16,False,07/05/2020 09:12:15
16/11/2019 10:09:25,1956,228,103,4,0,11,107,534,40,44,True,07/05/2020 09:12:19
15/11/2019 16:30:00,1342,477,132,11,0,1,149,96,5,60,True,07/05/2020 09:12:20
13/11/2019 13:00:13,11053,702,258,858,0,18,394,1,0,74,True,07/05/2020 09:12:21
13/11/2019 09:30:00,36782,2699,2327,3097,0,196,20,1,1,60,True,07/05/2020 09:12:23
12/11/2019 09:03:25,8996,675,625,46,0,79,20,953,3419,4,True,07/05/2020 09:12:27
12/11/2019 08:33:33,3918,861,266,85,0,25,647,16,20,42,False,07/05/2020 09:12:28
11/11/2019 15:00:01,587,259,50,2,0,12,9,148,39,66,True,07/05/2020 09:12:29
11/11/2019 08:30:01,3459,313,0,0,0,0,0,0,0,119,True,
10/11/2019 15:30:01,1066,32,186,0,0,0,0,0,0,73,True,
08/11/2019 15:40:12,2258,265,0,0,0,0,0,0,0,116,True,
07/11/2019 18:00:00,981,136,47,0,0,0,0,0,0,42,True,
07/11/2019 15:00:01,608,32,142,0,0,0,0,0,0,20,True,
07/11/2019 14:00:00,1735,288,215,0,0,0,0,0,0,16,True,
07/11/2019 12:44:47,5739,1087,0,0,0,0,0,0,0,17,True,
07/11/2019 11:55:05,2328,416,0,0,0,0,0,0,0,15,True,
07/11/2019 09:30:33,42000,8513,0,0,0,0,0,0,0,48,False,
06/11/2019 08:30:11,651,74,0,0,0,0,0,0,0,39,False,
06/11/2019 07:30:32,1068,108,0,0,0,0,0,0,0,74,False,
05/11/2019 17:00:01,262,44,28,0,0,0,0,0,0,13,True,
04/11/2019 13:24:58,1704,545,418,0,0,0,0,0,0,28,False,
03/11/2019 08:30:00,4540,266,0,0,0,0,0,0,0,119,True,
02/11/2019 21:38:06,232,110,17,0,0,0,0,0,0,12,True,
02/11/2019 12:25:06,316,34,22,0,0,0,0,0,0,34,True,
02/11/2019 11:35:41,4302,921,0,0,0,0,0,0,0,11,False,
01/11/2019 21:09:23,1654,344,0,0,0,0,0,0,0,16,False,
31/10/2019 09:30:06,5510,662,0,0,0,0,0,0,0,20,False,
30/10/2019 15:45:41,346,9,22,0,0,0,0,0,0,36,True,
30/10/2019 08:30:50,2105,1168,0,0,0,0,0,0,0,13,True,
29/10/2019 19:49:50,5598,311,0,0,0,0,0,0,0,11,True,
29/10/2019 19:49:27,86,3,0,0,0,0,0,0,0,1,True,
29/10/2019 14:11:45,361,176,26,0,0,0,0,0,0,51,True,
28/10/2019 15:20:29,370,51,5,0,0,0,0,0,0,35,True,
28/10/2019 14:00:00,1006,130,121,0,0,0,0,0,0,34,True,
26/10/2019 09:30:10,1559,627,0,0,0,0,0,0,0,61,False,
25/10/2019 08:30:24,3834,839,0,0,0,0,0,0,0,74,True,
24/10/2019 17:14:06,955,134,0,0,0,0,0,0,0,44,True,
24/10/2019 16:30:00,374,130,57,0,0,0,0,0,0,77,True,
23/10/2019 15:39:48,3799,1717,555,0,0,0,0,0,0,10,False,
23/10/2019 13:09:36,367,211,81,0,0,0,0,0,0,81,True,
23/10/2019 07:30:45,2041,147,0,0,0,0,0,0,0,66,True,
22/10/2019 19:03:12,4585,1259,417,0,0,0,0,0,0,6,False,
19/10/2019 16:00:00,419,27,12,0,0,0,0,0,0,16,True,
17/10/2019 17:44:05,465,78,52,0,0,0,0,0,0,32,True,
17/10/2019 16:00:01,1634,273,301,0,0,0,0,0,0,31,True,
17/10/2019 13:56:00,569,274,139,0,0,0,0,0,0,31,True,
16/10/2019 14:23:57,946,168,164,0,0,0,0,0,0,34,True,
15/10/2019 16:24:01,1722,150,63,0,0,0,0,0,0,17,True,
12/10/2019 18:00:01,854,193,25,0,0,0,0,0,0,41,True,
12/10/2019 16:15:00,415,233,81,0,0,0,0,0,0,61,True,
11/10/2019 14:35:25,412,50,31,0,0,0,0,0,0,21,True,
11/10/2019 10:11:12,2310,280,0,0,0,0,0,0,0,49,True,
10/10/2019 18:00:01,773,15,39,0,0,0,0,0,0,23,True,
08/10/2019 13:30:00,1211,130,50,0,0,0,0,0,0,33,True,
08/10/2019 11:00:04,8062,530,0,0,0,0,0,0,0,35,False,
07/10/2019 15:00:24,5359,264,0,0,0,0,0,0,0,124,True,
07/10/2019 13:00:01,550,92,96,0,0,0,0,0,0,61,True,
07/10/2019 09:30:00,2300,213,0,0,0,0,0,0,0,94,True,
07/10/2019 08:45:37,1432,123,0,0,0,0,0,0,0,39,True,
06/10/2019 13:00:01,262,9,17,0,0,0,0,0,0,41,True,
06/10/2019 08:30:00,2205,258,0,0,0,0,0,0,0,65,True,
04/10/2019 15:00:01,522,63,142,0,0,0,0,0,0,40,True,
04/10/2019 09:30:47,2314,171,0,0,0,0,0,0,0,59,True,
03/10/2019 19:00:01,418,62,51,0,0,0,0,0,0,23,True,
03/10/2019 13:17:02,365,258,16,0,0,0,0,0,0,35,True,
03/10/2019 11:00:15,4718,226,0,0,0,0,0,0,0,77,True,
02/10/2019 13:29:53,1961,145,529,0,0,0,0,0,0,82,True,
02/10/2019 09:00:21,2785,82,0,0,0,0,0,0,0,173,True,
01/10/2019 12:52:34,1377,327,0,0,0,0,0,0,0,8,True,
01/10/2019 12:30:12,3943,79,0,0,0,0,0,0,0,80,True,
30/09/2019 15:00:00,317,86,16,0,0,0,0,0,0,12,True,
30/09/2019 09:42:50,5130,1836,0,0,0,0,0,0,0,56,True,
29/09/2019 11:30:00,4400,507,0,0,0,0,0,0,0,39,False,
28/09/2019 09:30:46,3360,483,0,0,0,0,0,0,0,9,True,
27/09/2019 10:30:00,1525,81,0,0,0,0,0,0,0,1,True,
27/09/2019 08:30:01,1092,362,0,0,0,0,0,0,0,15,True,
26/09/2019 16:10:57,840,342,0,0,0,0,0,0,0,30,False,
25/09/2019 17:00:17,1830,441,0,0,0,0,0,0,0,28,True,
25/09/2019 07:30:17,8739,1608,0,0,0,0,0,0,0,48,True,
24/09/2019 12:30:29,4193,2535,0,0,0,0,0,0,0,73,True,
24/09/2019 08:30:52,1686,194,0,0,0,0,0,0,0,125,True,
24/09/2019 07:30:20,2817,854,0,0,0,0,0,0,0,78,False,
23/09/2019 20:15:00,2095,318,135,0,0,0,0,0,0,111,True,
23/09/2019 18:15:00,364,128,45,0,0,0,0,0,0,20,True,
23/09/2019 11:30:00,1138,180,0,0,0,0,0,0,0,18,True,
23/09/2019 07:30:00,3432,255,0,0,0,0,0,0,0,127,True,
22/09/2019 17:00:01,607,134,40,0,0,0,0,0,0,139,True,
22/09/2019 07:30:17,2550,469,0,0,0,0,0,0,0,116,True,
21/09/2019 19:43:00,435,327,57,0,0,0,0,0,0,14,True,
21/09/2019 17:00:04,3400,548,0,0,0,0,0,0,0,39,True,
21/09/2019 12:35:10,6624,2059,0,0,0,0,0,0,0,29,False,
20/09/2019 16:29:43,570,286,29,0,0,0,0,0,0,15,True,
20/09/2019 10:30:00,3512,501,0,0,0,0,0,0,0,68,True,
20/09/2019 09:38:34,1087,159,0,0,0,0,0,0,0,43,True,
19/09/2019 20:26:24,2423,801,0,0,0,0,0,0,0,40,True,
19/09/2019 13:00:01,502,246,240,0,0,0,0,0,0,39,True,
18/09/2019 08:30:06,5852,2213,0,0,0,0,0,0,0,57,True,
18/09/2019 01:04:48,5849,1683,0,0,0,0,0,0,0,24,True,
17/09/2019 22:22:29,3137,1131,0,0,0,0,0,0,0,16,True,
17/09/2019 15:49:41,600,164,0,0,0,0,0,0,0,32,True,
17/09/2019 13:24:35,5102,3042,2325,0,0,0,0,0,0,16,False,
17/09/2019 13:00:01,368,62,17,0,0,0,0,0,0,23,True,
17/09/2019 12:06:42,1603,265,0,0,0,0,0,0,0,52,True,
16/09/2019 17:30:00,1516,378,111,0,0,0,0,0,0,39,True,
16/09/2019 13:48:58,994,337,0,0,0,0,0,0,0,55,False,
16/09/2019 10:30:00,3821,1175,0,0,0,0,0,0,0,50,True,
15/09/2019 17:30:01,502,74,18,0,0,0,0,0,0,16,True,
14/09/2019 14:02:05,10423,2639,0,0,0,0,0,0,0,137,False,
13/09/2019 11:30:00,949,81,0,0,0,0,0,0,0,1,True,
13/09/2019 08:30:05,2960,996,0,0,0,0,0,0,0,70,True,
12/09/2019 17:00:00,1177,500,103,0,0,0,0,0,0,80,True,
12/09/2019 08:30:57,7252,753,0,0,0,0,0,0,0,74,False,
11/09/2019 09:32:21,9531,742,0,0,0,0,0,0,0,139,True,
10/09/2019 18:55:36,13923,2247,0,0,0,0,0,0,0,144,True,
10/09/2019 16:23:48,2418,164,0,0,0,0,0,0,0,34,True,
10/09/2019 09:30:15,1548,350,0,0,0,0,0,0,0,31,False,
10/09/2019 07:30:14,1155,414,0,0,0,0,0,0,0,27,True,
09/09/2019 17:00:00,211,138,43,0,0,0,0,0,0,45,True,
09/09/2019 11:30:00,4198,1105,0,0,0,0,0,0,0,19,True,
09/09/2019 10:00:01,2706,333,0,0,0,0,0,0,0,168,True,
08/09/2019 10:30:16,1511,152,0,0,0,0,0,0,0,164,True,
08/09/2019 09:30:00,2915,260,0,0,0,0,0,0,0,26,True,
06/09/2019 11:00:01,2857,561,0,0,0,0,0,0,0,5,False,
05/09/2019 09:30:02,3603,537,0,0,0,0,0,0,0,156,True,
05/09/2019 08:59:08,1647,921,0,0,0,0,0,0,0,161,False,
03/09/2019 15:00:57,5381,225,0,0,0,0,0,0,0,20,True,
03/09/2019 15:00:01,544,49,40,0,0,0,0,0,0,40,True,
02/09/2019 10:30:00,906,98,0,0,0,0,0,0,0,2,True,
01/09/2019 20:00:19,10643,1068,0,0,0,0,0,0,0,69,False,
01/09/2019 17:07:12,3782,285,0,0,0,0,0,0,0,66,True,
01/09/2019 15:42:44,2146,379,0,0,0,0,0,0,0,32,True,
01/09/2019 13:00:01,631,198,38,0,0,0,0,0,0,16,True,
01/09/2019 11:30:00,1220,313,0,0,0,0,0,0,0,128,True,
31/08/2019 22:16:52,638,156,64,0,0,0,0,0,0,18,True,
31/08/2019 19:40:49,2793,155,0,0,0,0,0,0,0,149,True,
31/08/2019 13:07:41,1446,187,0,0,0,0,0,0,0,15,True,
30/08/2019 16:48:09,5529,373,0,0,0,0,0,0,0,48,True,
30/08/2019 12:08:13,821,289,0,0,0,0,0,0,0,62,False,
29/08/2019 22:20:13,758,20,0,0,0,0,0,0,0,17,True,
29/08/2019 12:30:11,528,592,0,0,0,0,0,0,0,24,False,
28/08/2019 15:20:37,12927,571,0,0,0,0,0,0,0,31,True,
27/08/2019 17:57:23,4718,154,0,0,0,0,0,0,0,85,True,
26/08/2019 13:00:01,1404,120,165,0,0,0,0,0,0,48,True,
25/08/2019 13:00:01,726,79,47,0,0,0,0,0,0,16,True,
25/08/2019 11:00:01,6325,421,0,0,0,0,0,0,0,103,True,
25/08/2019 08:30:35,4506,434,0,0,0,0,0,0,0,100,True,
24/08/2019 20:48:09,865,438,0,0,0,0,0,0,0,25,False,
23/08/2019 13:53:51,2839,343,0,0,0,0,0,0,0,19,True,
23/08/2019 13:23:35,2780,411,0,0,0,0,0,0,0,43,True,
23/08/2019 12:30:01,825,22,103,0,0,0,0,0,0,29,True,
22/08/2019 12:44:08,906,406,0,0,0,0,0,0,0,28,False,
22/08/2019 07:30:06,1156,110,0,0,0,0,0,0,0,109,True,
21/08/2019 18:51:41,409,101,0,0,0,0,0,0,0,43,False,
21/08/2019 17:00:00,433,201,216,0,0,0,0,0,0,58,True,
21/08/2019 10:30:00,5523,366,0,0,0,0,0,0,0,37,True,
21/08/2019 07:30:35,3088,131,0,0,0,0,0,0,0,101,True,
20/08/2019 19:32:57,412,39,25,0,0,0,0,0,0,21,True,
20/08/2019 15:00:00,358,79,29,0,0,0,0,0,0,39,True,
19/08/2019 13:00:00,179,24,13,0,0,0,0,0,0,12,True,
19/08/2019 08:30:13,2028,241,0,0,0,0,0,0,0,51,False,
18/08/2019 12:30:29,1203,288,0,0,0,0,0,0,0,13,True,
18/08/2019 07:30:24,18622,1463,0,0,0,0,0,0,0,106,True,
17/08/2019 13:58:22,1329,161,85,0,0,0,0,0,0,79,True,
16/08/2019 12:47:40,526,241,30,0,0,0,0,0,0,57,True,
14/08/2019 13:41:05,2165,1198,0,0,0,0,0,0,0,71,False,
12/08/2019 17:00:00,845,32,91,0,0,0,0,0,0,62,True,
11/08/2019 11:35:50,2238,267,0,0,0,0,0,0,0,88,True,
